Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Establishment_Age
NCN19,13.1,Low Fat,0.012089479,Others,189.853,1987,High,Tier 3,Supermarket Type1,3415.554,37
FDP25,15.2,Low Fat,0.021250528,Canned,216.5824,2002,Small,Tier 2,Supermarket Type1,5241.1776,22
DRH59,10.8,Low Fat,0.05843345,Hard Drinks,74.738,1997,Small,Tier 1,Supermarket Type1,1025.332,27
FDH09,12.6,Low Fat,0.05606697,Seafood,50.7982,2004,Small,Tier 2,Supermarket Type1,473.3838,20
NCK54,12.15,Low Fat,0.029569276,Household,115.015,1999,Medium,Tier 1,Supermarket Type1,2912.875,25
FDT21,7.42,Low Fat,0.0204332,Snack Foods,248.9092,2002,Small,Tier 2,Supermarket Type1,5976.2208,22
FDR12,12.296461100569259,Regular,0.055213281,Baking Goods,172.4764,1985,Small,Tier 1,Grocery Store,687.1056,39
FDS25,6.885,Regular,0.1408005,Canned,111.4228,2007,Small,Tier 2,Supermarket Type1,2984.1156,17
NCL05,13.175058548009366,Low Fat,0.047665717,Health and Hygiene,42.177,1985,Medium,Tier 3,Supermarket Type3,1255.033,39
NCI30,20.25,Low Fat,0.059268885,Household,246.446,2007,Small,Tier 2,Supermarket Type1,3695.19,17
FDJ26,15.3,Regular,0.084937098,Canned,214.0218,2002,Small,Tier 2,Supermarket Type1,1068.609,22
FDA56,9.21,Low Fat,0.008778413,Fruits and Vegetables,122.4414,1999,Medium,Tier 1,Supermarket Type1,1583.9382,25
FDM33,15.6,Low Fat,0.06101449825,Snack Foods,220.4798,2009,Medium,Tier 3,Supermarket Type2,661.1394,15
FDP04,15.35,Low Fat,0.013834247,Frozen Foods,62.7168,1999,Medium,Tier 1,Supermarket Type1,958.752,25
FDR55,12.15,Regular,0.132351411,Fruits and Vegetables,190.3872,2002,Small,Tier 2,Supermarket Type1,2836.308,22
NCZ54,13.375206117021275,Low Fat,0.082955719,Household,164.0552,1985,Medium,Tier 3,Supermarket Type3,5523.4768,39
NCA53,11.395,Low Fat,0.009893817,Health and Hygiene,50.3034,1999,Medium,Tier 1,Supermarket Type1,972.068,25
FDL20,17.1,Low Fat,0.06072282399802762,Fruits and Vegetables,111.9886,1997,Small,Tier 1,Supermarket Type1,3002.0922,27
FDT26,18.85,Regular,0.067940657,Dairy,119.044,2004,Small,Tier 2,Supermarket Type1,1198.44,20
NCZ06,19.6,Low Fat,0.094161662,Household,251.9698,1997,Small,Tier 1,Supermarket Type1,4566.0564,27
FDA04,11.3,Regular,0.067107448,Frozen Foods,258.1962,2007,Small,Tier 2,Supermarket Type1,4402.9354,17
FDD29,12.870898876404494,Low Fat,0.018321361,Frozen Foods,255.3698,1985,Medium,Tier 3,Supermarket Type3,4819.7262,39
FDS56,5.785,Regular,0.038756864,Fruits and Vegetables,260.7252,1997,Small,Tier 1,Supermarket Type1,6033.4796,27
FDT07,5.82,Regular,0.077254736,Fruits and Vegetables,257.633,1987,High,Tier 3,Supermarket Type1,1537.998,37
FDT58,9.0,Low Fat,0.08630486,Snack Foods,168.0816,2009,Medium,Tier 3,Supermarket Type2,2181.1608,15
FDJ10,12.999704684317718,Regular,0.128876537,Snack Foods,139.1838,1985,Medium,Tier 3,Supermarket Type3,4916.933,39
FDN25,7.895,Regular,0.061163967,Breakfast,59.2588,2004,Small,Tier 2,Supermarket Type1,801.6232,20
DRC27,13.8,Low Fat,0.058220302,Dairy,247.4802,2002,Small,Tier 2,Supermarket Type1,1474.0812,22
FDA38,5.44,Low Fat,0.025519534,Dairy,238.7538,1999,Medium,Tier 1,Supermarket Type1,3605.307,25
FDM56,16.7,Low Fat,0.070133177,Fruits and Vegetables,109.8912,1987,High,Tier 3,Supermarket Type1,873.5296,37
NCI43,19.85,Low Fat,0.025947095,Household,46.9376,1987,High,Tier 3,Supermarket Type1,575.2512,37
FDP36,10.395,Regular,0.091688111,Baking Goods,49.0008,2007,Small,Tier 2,Supermarket Type1,860.2136,17
DRK49,11.861774193548387,Low Fat,0.08340055660489883,Soft Drinks,40.5138,1985,Small,Tier 1,Grocery Store,40.6138,39
FDW32,13.22266369047619,Regular,0.165101585,Fruits and Vegetables,87.7882,1985,Small,Tier 1,Grocery Store,515.3292,39
NCW18,15.1,Low Fat,0.059417055,Household,237.9248,1999,Medium,Tier 1,Supermarket Type1,2133.2232,25
FDQ44,20.5,Low Fat,0.036287517,Fruits and Vegetables,121.2756,2009,Medium,Tier 3,Supermarket Type2,2181.1608,15
FDL45,15.6,Low Fat,0.037764269,Snack Foods,124.9704,2002,Small,Tier 2,Supermarket Type1,2253.0672,22
DRB48,16.75,Regular,0.024848788,Soft Drinks,39.9822,2004,Small,Tier 2,Supermarket Type1,746.3618,20
FDQ34,10.85,Low Fat,0.162903525,Snack Foods,104.9622,2009,Medium,Tier 3,Supermarket Type2,1482.0708,15
FDH17,16.2,Regular,0.016747538,Frozen Foods,98.6726,2007,Small,Tier 2,Supermarket Type1,1272.3438,17
FDN08,7.72,Regular,0.147904328,Fruits and Vegetables,116.6466,1998,Small,Tier 3,Grocery Store,117.8466,26
FDK57,12.999704684317718,Low Fat,0.079904068,Snack Foods,120.044,1985,Medium,Tier 3,Supermarket Type3,4434.228,39
FDK10,5.785,Regular,0.040325274,Snack Foods,180.466,1987,High,Tier 3,Supermarket Type1,719.064,37
FDL39,13.442754010695188,Regular,0.06302467,Dairy,181.6318,1985,Medium,Tier 3,Supermarket Type3,1263.0226,39
FDP25,15.2,Low Fat,0.021203509,Canned,216.3824,2004,Small,Tier 2,Supermarket Type1,6114.7072,20
FDC05,13.1,Regular,0.098765906,Frozen Foods,196.3768,2004,Small,Tier 2,Supermarket Type1,2167.8448,20
FDA39,6.32,Low Fat,0.012707362,Meat,41.0822,1987,High,Tier 3,Supermarket Type1,942.7728,37
FDZ10,17.85,Low Fat,0.04442649,Snack Foods,124.902,1987,High,Tier 3,Supermarket Type1,1897.53,37
FDK08,13.22266369047619,Regular,0.121712459,Fruits and Vegetables,101.2016,1985,Medium,Tier 3,Supermarket Type3,2631.2416,39
DRD24,13.85,Low Fat,0.030769458,Soft Drinks,141.7154,1987,High,Tier 3,Supermarket Type1,2978.1234,37
DRG48,5.78,Low Fat,0.014614357,Soft Drinks,147.3102,2009,Medium,Tier 3,Supermarket Type2,2332.9632,15
FDH52,12.870898876404494,Regular,0.076868664,Frozen Foods,62.1194,1985,Small,Tier 1,Grocery Store,123.8388,39
FDS25,6.885,Regular,0.140292495,Canned,108.5228,2002,Small,Tier 2,Supermarket Type1,1989.4104,22
NCH43,8.42,Low Fat,0.070555571,Household,216.0192,2004,Small,Tier 2,Supermarket Type1,2372.9112,20
DRK01,7.63,Low Fat,0.061409711,Soft Drinks,94.6436,2007,Small,Tier 2,Supermarket Type1,1607.2412,17
FDD59,10.5,Regular,0.066555152,Starchy Foods,80.896,2007,Small,Tier 2,Supermarket Type1,958.752,17
FDB27,7.575,Low Fat,0.092711708,Dairy,197.7768,1998,Small,Tier 3,Grocery Store,197.0768,26
FDO22,13.5,Regular,0.017844609,Snack Foods,81.396,1987,High,Tier 3,Supermarket Type1,1198.44,37
FDD35,12.15,Low Fat,0.025916883,Starchy Foods,120.244,2002,Small,Tier 2,Supermarket Type1,2277.036,22
FDR01,5.405,Regular,0.053611144,Canned,197.7742,2004,Small,Tier 2,Supermarket Type1,796.2968,20
FDC35,7.435,Low Fat,0.122837694,Starchy Foods,208.7638,1997,Small,Tier 1,Supermarket Type1,3105.957,27
FDS23,4.635,Low Fat,0.141174838,Breads,127.0994,2002,Small,Tier 2,Supermarket Type1,2826.9868,22
FDC33,8.96,Regular,0.069078149,Fruits and Vegetables,197.7768,2002,Small,Tier 2,Supermarket Type1,3153.2288,22
NCF18,18.35,Low Fat,0.089345074,Household,191.9504,2009,Medium,Tier 3,Supermarket Type2,5369.0112,15
FDM36,11.65,Regular,0.058822142,Baking Goods,173.5422,1999,Medium,Tier 1,Supermarket Type1,3448.844,25
FDJ53,10.5,Low Fat,0.071368699,Frozen Foods,121.3098,1999,Medium,Tier 1,Supermarket Type1,1446.1176,25
NCL17,7.39,Low Fat,0.068055818,Health and Hygiene,140.7812,2009,Medium,Tier 3,Supermarket Type2,1567.2932,15
FDW27,12.791437125748503,Regular,0.150122794,Meat,154.5314,1985,Medium,Tier 3,Supermarket Type3,1396.1826,39
FDA32,14.0,Low Fat,0.030094192,Fruits and Vegetables,215.7192,1997,Small,Tier 1,Supermarket Type1,1078.596,27
FDA03,18.5,Regular,0.076097035,Dairy,145.8102,1998,Small,Tier 3,Grocery Store,291.6204,26
FDW09,13.65,Regular,0.025973384,Snack Foods,79.6302,2002,Small,Tier 2,Supermarket Type1,554.6114,22
FDN09,14.15,Low Fat,0.06072282399802762,Snack Foods,244.1828,2002,Small,Tier 2,Supermarket Type1,731.0484,22
FDM08,10.1,Regular,0.053887301,Fruits and Vegetables,225.6088,2007,Small,Tier 2,Supermarket Type1,4250.4672,17
FDX01,10.1,Low Fat,0.024262772,Canned,117.615,2009,Medium,Tier 3,Supermarket Type2,1514.695,15
DRO35,13.85,Low Fat,0.034624104,Hard Drinks,115.0492,1999,Medium,Tier 1,Supermarket Type1,4054.722,25
FDS31,13.1,Regular,0.044281996,Fruits and Vegetables,178.5318,2002,Small,Tier 2,Supermarket Type1,3067.3406,22
NCM53,18.75,Low Fat,0.052121825,Health and Hygiene,104.828,1999,Medium,Tier 1,Supermarket Type1,2343.616,25
FDI16,14.0,Regular,0.135662712,Frozen Foods,52.064,1987,High,Tier 3,Supermarket Type1,852.224,37
DRF36,16.1,Low Fat,0.023613955,Soft Drinks,192.8846,1999,Medium,Tier 1,Supermarket Type1,5350.3688,25
FDW49,12.33193820224719,Low Fat,0.082152451,Canned,179.9002,1985,Medium,Tier 3,Supermarket Type3,4119.3046,39
FDB58,12.999704684317718,Regular,0.02363057,Snack Foods,141.7154,1985,Small,Tier 1,Grocery Store,425.4462,39
NCJ18,12.35,Low Fat,0.164274416,Household,119.8124,2002,Small,Tier 2,Supermarket Type1,2133.2232,22
FDL51,20.7,Regular,0.047587685,Dairy,215.0876,2002,Small,Tier 2,Supermarket Type1,5145.3024,22
FDS03,7.825,Low Fat,0.079952983,Meat,62.7826,2009,Medium,Tier 3,Supermarket Type2,1162.4868,15
NCO54,13.375206117021275,Low Fat,0.024992442,Household,53.6614,1985,Small,Tier 1,Grocery Store,165.7842,39
FDA48,12.1,Low Fat,0.115107028,Baking Goods,222.0114,2002,Small,Tier 2,Supermarket Type1,3547.3824,22
NCK06,13.375206117021275,Low Fat,0.008604657,Household,123.1756,1985,Medium,Tier 3,Supermarket Type3,1211.756,39
NCZ54,14.65,Low Fat,0.083528446,Household,162.4552,2002,Small,Tier 2,Supermarket Type1,2274.3728,22
FDW39,12.791437125748503,Regular,0.036731658,Meat,177.237,1985,Medium,Tier 3,Supermarket Type3,4763.799,39
FDI09,20.75,Regular,0.129337594,Seafood,238.188,1997,Small,Tier 1,Supermarket Type1,5033.448,27
NCO02,11.15,Low Fat,0.06072282399802762,Others,65.0142,1999,Medium,Tier 1,Supermarket Type1,1120.5414,25
DRF13,12.1,Low Fat,0.029827665,Soft Drinks,144.3444,1999,Medium,Tier 1,Supermarket Type1,2612.5992,25
FDK25,11.6,Regular,0.157718931,Breakfast,168.3474,2007,Small,Tier 2,Supermarket Type1,4548.0798,17
FDZ38,17.6,Low Fat,0.008046275,Dairy,173.7422,2007,Small,Tier 2,Supermarket Type1,5863.0348,17
NCQ42,13.375206117021275,Low Fat,0.068753558,Household,127.9678,1985,Small,Tier 1,Grocery Store,254.3356,39
FDM14,12.33193820224719,Low Fat,0.013199737,Canned,108.9254,1985,Medium,Tier 3,Supermarket Type3,2713.135,39
FDC20,10.65,Low Fat,0.023971463,Fruits and Vegetables,54.0272,1997,Small,Tier 1,Supermarket Type1,447.4176,27
FDW32,18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,2009,Medium,Tier 3,Supermarket Type2,1631.8758,15
FDQ19,7.35,Regular,0.014394261,Fruits and Vegetables,241.3512,2002,Small,Tier 2,Supermarket Type1,5331.7264,22
FDE08,18.2,Low Fat,0.049396364,Fruits and Vegetables,146.4734,1999,Medium,Tier 1,Supermarket Type1,3563.3616,25
FDC29,8.39,Regular,0.024243294,Frozen Foods,116.0176,1999,Medium,Tier 1,Supermarket Type1,1603.2464,25
FDV50,14.3,Low Fat,0.122469209,Dairy,121.973,1987,High,Tier 3,Supermarket Type1,2709.806,37
FDF11,10.195,Regular,0.017730951,Starchy Foods,239.8538,2007,Small,Tier 2,Supermarket Type1,4086.0146,17
FDN09,14.15,Low Fat,0.035016754,Snack Foods,245.3828,2009,Medium,Tier 3,Supermarket Type2,1705.7796,15
DRG37,16.2,Low Fat,0.019417732,Soft Drinks,153.7972,2002,Small,Tier 2,Supermarket Type1,1402.1748,22
NCV06,13.375206117021275,Low Fat,0.066358426,Household,195.2478,1985,Medium,Tier 3,Supermarket Type3,7168.6686,39
DRJ13,12.65,Low Fat,0.105265475,Soft Drinks,159.9578,1998,Small,Tier 3,Grocery Store,962.7468,26
DRF25,11.861774193548387,Low Fat,0.038736754,Soft Drinks,37.319,1985,Medium,Tier 3,Supermarket Type3,1281.665,39
FDE53,10.895,Low Fat,0.044991876,Frozen Foods,107.228,1998,Small,Tier 3,Grocery Store,426.112,26
FDS08,5.735,Low Fat,0.05696122,Fruits and Vegetables,176.337,1997,Small,Tier 1,Supermarket Type1,1764.37,27
FDO23,17.85,Low Fat,0.147255604,Breads,93.7436,2007,Small,Tier 2,Supermarket Type1,1701.7848,17
FDT07,5.82,Regular,0.077319079,Fruits and Vegetables,255.433,1997,Small,Tier 1,Supermarket Type1,4357.661,27
NCX29,10.0,Low Fat,0.089135671,Health and Hygiene,146.9102,2004,Small,Tier 2,Supermarket Type1,3207.8244,20
FDG22,17.6,Regular,0.041373331,Snack Foods,38.119,2004,Small,Tier 2,Supermarket Type1,732.38,20
DRJ47,11.409116022099449,Low Fat,0.04403602,Hard Drinks,173.308,1985,Medium,Tier 3,Supermarket Type3,6751.212,39
FDL43,10.1,Low Fat,0.027041859,Meat,77.567,1987,High,Tier 3,Supermarket Type1,306.268,37
FDZ43,13.22266369047619,Regular,0.056782237,Fruits and Vegetables,241.2512,1985,Medium,Tier 3,Supermarket Type3,8239.9408,39
FDZ21,17.6,Regular,0.03922186,Snack Foods,97.241,1997,Small,Tier 1,Supermarket Type1,193.082,27
FDJ50,8.645,Low Fat,0.021581922,Canned,53.3982,2004,Small,Tier 2,Supermarket Type1,1209.7586,20
FDV35,19.5,Low Fat,0.128206001,Breads,155.9314,1997,Small,Tier 1,Supermarket Type1,3878.285,27
FDW56,7.68,Low Fat,0.071301323,Fruits and Vegetables,190.8162,2007,Small,Tier 2,Supermarket Type1,2693.8268,17
DRL35,15.7,Low Fat,0.030765898,Hard Drinks,43.277,2002,Small,Tier 2,Supermarket Type1,649.155,22
FDR01,5.405,Regular,0.053730029,Canned,199.0742,2002,Small,Tier 2,Supermarket Type1,4777.7808,22
FDS24,20.85,Regular,0.062350672,Baking Goods,86.9514,2002,Small,Tier 2,Supermarket Type1,1416.8224,22
NCL17,7.39,Low Fat,0.068163102,Health and Hygiene,140.4812,2007,Small,Tier 2,Supermarket Type1,2422.1804,17
FDS13,6.465,Low Fat,0.06101449825,Canned,263.1884,2009,Medium,Tier 3,Supermarket Type2,2914.8724,15
FDB59,18.25,Low Fat,0.015309885,Snack Foods,197.6084,2002,Small,Tier 2,Supermarket Type1,2380.9008,22
FDW26,13.442754010695188,Regular,0.106538757,Dairy,222.3772,1985,Medium,Tier 3,Supermarket Type3,1556.6404,39
FDQ12,12.296461100569259,Low Fat,0.061999648,Baking Goods,230.001,1985,Small,Tier 1,Grocery Store,689.103,39
FDX59,10.195,Low Fat,0.051618281,Breads,31.9558,1987,High,Tier 3,Supermarket Type1,373.5138,37
FDL36,15.1,Low Fat,0.076505799,Baking Goods,91.583,2007,Small,Tier 2,Supermarket Type1,539.298,17
FDQ55,13.65,Regular,0.013091186,Fruits and Vegetables,114.8834,2009,Medium,Tier 3,Supermarket Type2,1612.5676,15
FDV46,12.999704684317718,Low Fat,0.022074764,Snack Foods,141.418,1985,Small,Tier 1,Grocery Store,559.272,39
FDM28,12.870898876404494,Low Fat,0.079146113,Frozen Foods,181.466,1985,Small,Tier 1,Grocery Store,179.766,39
FDT40,5.985,Low Fat,0.096337184,Frozen Foods,125.2678,2007,Small,Tier 2,Supermarket Type1,763.0068,17
DRJ11,9.5,Low Fat,0.142425145,Hard Drinks,189.9872,1998,Small,Tier 3,Grocery Store,756.3488,26
FDD51,11.15,Low Fat,0.06072282399802762,Dairy,44.7744,2002,Small,Tier 2,Supermarket Type1,181.0976,22
NCT17,13.175058548009366,Low Fat,0.041663111,Health and Hygiene,188.6214,1985,Medium,Tier 3,Supermarket Type3,6029.4848,39
NCW17,18.0,Low Fat,0.019386234,Health and Hygiene,126.8994,1997,Small,Tier 1,Supermarket Type1,3083.9856,27
NCY29,13.175058548009366,Low Fat,0.135226962,Health and Hygiene,56.293,1985,Small,Tier 1,Grocery Store,113.186,39
DRH36,16.2,Low Fat,0.06072282399802762,Soft Drinks,73.4696,1987,High,Tier 3,Supermarket Type1,2087.9488,37
FDB17,13.15,Low Fat,0.036729122,Frozen Foods,179.7976,1999,Medium,Tier 1,Supermarket Type1,2535.3664,25
NCA17,20.6,Low Fat,0.045380404,Health and Hygiene,148.4392,1987,High,Tier 3,Supermarket Type1,1789.6704,37
FDT27,11.395,Regular,0.069587171,Meat,234.6616,1997,Small,Tier 1,Supermarket Type1,4687.232,27
FDR32,6.78,Regular,0.08573655,Fruits and Vegetables,229.5694,1987,High,Tier 3,Supermarket Type1,3425.541,37
FDG41,8.84,Regular,0.076681143,Frozen Foods,110.7228,1999,Medium,Tier 1,Supermarket Type1,1657.842,25
FDX25,16.7,Low Fat,0.102055777,Canned,184.0292,1997,Small,Tier 1,Supermarket Type1,3101.2964,27
FDG56,13.3,Regular,0.071856726,Fruits and Vegetables,63.2536,2007,Small,Tier 2,Supermarket Type1,1347.5792,17
FDN16,12.6,Regular,0.063054947,Frozen Foods,102.399,2007,Small,Tier 2,Supermarket Type1,2270.378,17
FDD47,7.6,Regular,0.142383847,Starchy Foods,172.3448,2004,Small,Tier 2,Supermarket Type1,2556.672,20
FDR12,12.6,Regular,0.03150851,Baking Goods,170.5764,1987,High,Tier 3,Supermarket Type1,3779.0808,37
FDS33,6.67,Regular,0.123620492,Snack Foods,90.0514,1999,Medium,Tier 1,Supermarket Type1,1505.3738,25
NCC55,10.695,Low Fat,0.06375108,Household,36.7848,2004,Small,Tier 2,Supermarket Type1,782.9808,20
FDA38,13.442754010695188,Low Fat,0.04461205,Dairy,241.1538,1985,Small,Tier 1,Grocery Store,480.7076,39
FDK44,16.6,Low Fat,0.122204371,Fruits and Vegetables,173.5738,2004,Small,Tier 2,Supermarket Type1,1911.5118,20
FDZ57,10.0,Regular,0.037764307,Snack Foods,127.2994,1997,Small,Tier 1,Supermarket Type1,642.497,27
NCN14,19.1,Low Fat,0.092437711,Others,185.2608,2007,Small,Tier 2,Supermarket Type1,1470.0864,17
NCB06,17.6,Low Fat,0.137807013,Health and Hygiene,161.792,1998,Small,Tier 3,Grocery Store,159.792,26
DRL01,19.5,Regular,0.077292302,Soft Drinks,235.3958,1999,Medium,Tier 1,Supermarket Type1,6309.7866,25
FDU10,10.1,Regular,0.045763062,Snack Foods,38.4848,1999,Medium,Tier 1,Supermarket Type1,633.8416,25
NCS38,8.6,Low Fat,0.090558833,Household,112.6176,2009,Medium,Tier 3,Supermarket Type2,3091.9752,15
FDQ16,19.7,Low Fat,0.041703666,Frozen Foods,109.1912,1987,High,Tier 3,Supermarket Type1,1637.868,37
FDS40,15.35,Low Fat,0.014098693,Frozen Foods,37.219,2007,Small,Tier 2,Supermarket Type1,805.618,17
FDE36,5.26,Regular,0.042008667,Baking Goods,162.6868,2007,Small,Tier 2,Supermarket Type1,3767.0964,17
FDV31,9.8,Low Fat,0.106933748,Fruits and Vegetables,175.337,2002,Small,Tier 2,Supermarket Type1,529.311,22
NCD42,16.5,Low Fat,0.012663476,Health and Hygiene,39.3506,2002,Small,Tier 2,Supermarket Type1,645.1602,22
FDT20,10.5,Low Fat,0.041387618,Fruits and Vegetables,40.1164,2004,Small,Tier 2,Supermarket Type1,849.5608,20
NCN19,13.1,Low Fat,0.012148836,Others,191.353,2009,Medium,Tier 3,Supermarket Type2,1328.271,15
FDW21,12.999704684317718,Regular,0.005935001,Snack Foods,98.8358,1985,Medium,Tier 3,Supermarket Type3,2010.716,39
FDF34,9.3,Regular,0.014047825,Snack Foods,196.5084,2002,Small,Tier 2,Supermarket Type1,4364.9848,22
FDI28,14.3,Low Fat,0.026375082,Frozen Foods,79.6302,2002,Small,Tier 2,Supermarket Type1,792.302,22
FDG44,13.22266369047619,Low Fat,0.05861472116898396,Fruits and Vegetables,55.7298,1985,Medium,Tier 3,Supermarket Type3,2804.3496,39
DRF60,10.8,Low Fat,0.052174319,Soft Drinks,240.3564,2002,Small,Tier 2,Supermarket Type1,4290.4152,22
FDQ36,12.296461100569259,Regular,0.08340055660489883,Baking Goods,38.1848,1985,Small,Tier 1,Grocery Store,37.2848,39
FDP34,12.85,Low Fat,0.137786856,Snack Foods,157.763,2009,Medium,Tier 3,Supermarket Type2,2659.871,15
FDA20,6.78,Low Fat,0.066608487,Fruits and Vegetables,184.624,2004,Small,Tier 2,Supermarket Type1,5406.296,20
FDE41,9.195,Regular,0.064002068,Frozen Foods,85.5566,2004,Small,Tier 2,Supermarket Type1,930.1226,20
DRK47,7.905,Low Fat,0.06406438,Hard Drinks,229.2694,1997,Small,Tier 1,Supermarket Type1,1826.9552,27
FDY10,17.6,Low Fat,0.049345425,Snack Foods,115.4176,2007,Small,Tier 2,Supermarket Type1,1145.176,17
FDI02,15.7,Regular,0.11521312,Canned,112.0202,2007,Small,Tier 2,Supermarket Type1,3150.5656,17
FDE41,12.870898876404494,Regular,0.08340055660489883,Frozen Foods,83.7566,1985,Small,Tier 1,Grocery Store,253.6698,39
FDZ52,19.2,Low Fat,0.099991245,Frozen Foods,112.7886,1987,High,Tier 3,Supermarket Type1,1779.0176,37
FDG50,7.405,Low Fat,0.015334003,Canned,92.7146,2009,Medium,Tier 3,Supermarket Type2,1185.7898,15
DRL01,19.5,Regular,0.129170642,Soft Drinks,233.9958,1998,Small,Tier 3,Grocery Store,467.3916,26
FDV48,9.195,Regular,0.051908824,Baking Goods,78.1644,2007,Small,Tier 2,Supermarket Type1,1414.1592,17
FDR48,11.65,Low Fat,0.131770922,Baking Goods,151.1024,2002,Small,Tier 2,Supermarket Type1,1518.024,22
NCD54,21.1,Low Fat,0.028984804,Household,146.1786,1987,High,Tier 3,Supermarket Type1,3034.0506,37
NCT54,8.695,Low Fat,0.120211747,Household,93.2094,2007,Small,Tier 2,Supermarket Type1,666.4658,17
FDH02,7.27,Regular,0.02076385,Canned,89.0488,1987,High,Tier 3,Supermarket Type1,181.0976,37
NCD43,8.85,Low Fat,0.016006626,Household,105.6964,1987,High,Tier 3,Supermarket Type1,210.3928,37
FDE46,18.6,Low Fat,0.015766712,Snack Foods,152.9366,2004,Small,Tier 2,Supermarket Type1,1662.5026,20
NCO42,13.375206117021275,Low Fat,0.024536199,Household,144.6102,1985,Medium,Tier 3,Supermarket Type3,3791.0652,39
FDR40,9.1,Regular,0.008046878,Frozen Foods,78.7618,1999,Medium,Tier 1,Supermarket Type1,402.809,25
FDG24,7.975,Low Fat,0.014653896,Baking Goods,82.425,1999,Medium,Tier 1,Supermarket Type1,749.025,25
NCO17,10.0,Low Fat,0.073794811,Health and Hygiene,121.444,2007,Small,Tier 2,Supermarket Type1,2516.724,17
FDF22,6.865,Low Fat,0.056830682,Snack Foods,214.0218,1997,Small,Tier 1,Supermarket Type1,5556.7668,27
FDC59,16.7,Regular,0.054618573,Starchy Foods,65.5168,2004,Small,Tier 2,Supermarket Type1,1022.6688,20
NCY18,7.285,Low Fat,0.052141447,Household,174.9054,1998,Small,Tier 3,Grocery Store,525.3162,26
DRE48,8.43,Low Fat,0.017360867,Soft Drinks,196.2768,2002,Small,Tier 2,Supermarket Type1,1576.6144,22
FDB56,8.75,Regular,0.074743226,Fruits and Vegetables,187.6556,1999,Medium,Tier 1,Supermarket Type1,5257.1568,25
FDL20,13.22266369047619,Low Fat,0.127792701,Fruits and Vegetables,111.1886,1985,Medium,Tier 3,Supermarket Type3,4447.544,39
NCZ53,13.175058548009366,Low Fat,0.024358634,Health and Hygiene,190.4214,1985,Medium,Tier 3,Supermarket Type3,5652.642,39
DRM35,9.695,Low Fat,0.070431235,Hard Drinks,177.5344,2004,Small,Tier 2,Supermarket Type1,3033.3848,20
FDV16,7.75,Regular,0.082930699,Frozen Foods,35.2558,1997,Small,Tier 1,Supermarket Type1,780.9834,27
FDY19,19.75,Low Fat,0.041330512,Fruits and Vegetables,115.8466,1987,High,Tier 3,Supermarket Type1,2474.7786,37
FDM15,11.8,Regular,0.057746382,Meat,152.4366,2007,Small,Tier 2,Supermarket Type1,3929.5516,17
FDP12,9.8,Regular,0.045337184,Baking Goods,36.8874,1999,Medium,Tier 1,Supermarket Type1,564.5984,25
FDT21,7.42,Low Fat,0.020374875,Snack Foods,248.0092,1987,High,Tier 3,Supermarket Type1,1245.046,37
DRE49,20.75,Low Fat,0.035568147,Soft Drinks,151.8024,1998,Small,Tier 3,Grocery Store,151.8024,26
FDN16,12.6,Regular,0.062797771,Frozen Foods,103.999,1999,Medium,Tier 1,Supermarket Type1,825.592,25
